query_idx,query,gt_doc_id,outlier_doc_id,gt_score,outlier_score,score_delta,dist_to_gt,gt_text,outlier_text
115,Are physicians aware of the side effects of angiotensin-converting enzyme inhibitors?,16100194,7993161,1.0,1.0,0.0,0.2946058511734009,"Angiotensin-converting enzyme inhibitors (ACE-I) are considered safe, but they are associated with characteristic side effects, namely cough and angioedema, usually requiring discontinuation. We perceived that referrals for these side effects have become more and more frequent; therefore, we evaluated the degree of knowledge on the safety of ACE-I in different medical categories. A questionnaire (13 questions) on side effects of ACE-I was posted to physicians. Everyday clinical practice. Cardiologists, allergists, and general practitioners (GPs) from the National Healthcare System. Three hundred twelve physicians were contacted, and 154 returned questionnaires that could be analyzed. Of the 154 physicians (mean age, 45 years) 48 were cardiologists, 52 were GPs, and 54 were allergists. The percentage of correct answers was low: 31.9% for cardiologists, 40% for GPs, and 33% for allergists. Thus, GPs provided a significantly higher percentage of correct answers with respect to the remaining categories (p = 0.05). The lower rate of correct answers (0 to 15.9%) concerned the time of onset of cough and the action to take. Cardiologists seemed to be less aware of the fact that angiotensin receptor blockers (sartans) can cross-react with ACE-I. Overall, there was a poor knowledge of the side effects of ACE-I. This may account for the increased referrals for chronic cough and angioedema.","When initiating treatment, it has been shown that only one quarter of the physicians discuss potential side effects with patients. There are several possible reasons, but, in particular, many physicians are concerned that the power of suggestion may lead some patients to experience an increase in side effects if they are fully informed. Accordingly, this study was designed to determine whether providing patients with information about potential side effects of new medications increases the reported incidence of those side effects. All clinic patients are randomly assigned to one of four firms. Two firms served as the intervention group and two served as control groups. All patients receiving new prescriptions for the angiotensin-converting enzyme inhibitors, trimethoprim/sulfamethoxazole, or nonsteroidal anti-inflammatory drugs were recruited. Patients without telephones were excluded. Intervention patients received verbal instructions and a handout describing the name, purpose, dose, and three most common side effects of the drug. Control patients received usual discharge instructions. Patients were interviewed 14 to 21 days later using a standardized questionnaire. There was no difference in incidence of targeted side effects for specific medications between the study groups (38% vs 37%). Study groups were similar with regard to age, sex, financial status, and type of medication prescribed. Informing patients of potential side effects prior to starting a new medication does not lead to an increased incidence of those side effects. This should not be a reason for physicians to avoid warning patients of potential side effects."
120,Do communication disorders extend to musical messages?,25691513,23453221,1.0,1.0,0.0,0.21264338493347168,"Effective musical communication requires conveyance of the intended message in a manner perceptible to the receiver. Communication disorders that impair transmitting or decoding of structural features of music (e.g., pitch, timbre) and/or symbolic representation may result in atypical musical communication, which can have a negative impact on music therapy interventions. This study compared recognition of symbolic representation of emotions or movements in music by two groups of children with different communicative characteristics: severe to profound hearing loss (using cochlear implants [CI]) and autism spectrum disorder (ASD). Their responses were compared to those of children with typical-development and normal hearing (TD-NH). Accuracy was examined as a function of communicative status, emotional or movement category, and individual characteristics. Participants listened to recorded musical excerpts conveying emotions or movements and matched them with labels. Measures relevant to auditory and/or language function were also gathered. There was no significant difference between the ASD and TD-NH groups in identification of musical emotions or movements. However, the CI group was significantly less accurate than the other two groups in identification of both emotions and movements. Mixed effects logistic regression revealed different patterns of accuracy for specific emotions as a function of group. Conveyance of emotions or movements through music may be decoded differently by persons with different types of communication disorders. Because music is the primary therapeutic tool in music therapy sessions, clinicians should consider these differential abilities when selecting music for clinical interventions focusing on emotions or movement.","This study examined the ability of prelingually deaf children with bilateral implants to identify emotion (i.e. happiness or sadness) in speech and music. Participants in Experiment 1 were 14 prelingually deaf children from 5-7 years of age who had bilateral implants and 18 normally hearing children from 4-6 years of age. They judged whether linguistically neutral utterances produced by a man and woman sounded happy or sad. Participants in Experiment 2 were 14 bilateral implant users from 4-6 years of age and the same normally hearing children as in Experiment 1. They judged whether synthesized piano excerpts sounded happy or sad. Child implant users' accuracy of identifying happiness and sadness in speech was well above chance levels but significantly below the accuracy achieved by children with normal hearing. Similarly, their accuracy of identifying happiness and sadness in music was well above chance levels but significantly below that of children with normal hearing, who performed at ceiling. For the 12 implant users who participated in both experiments, performance on the speech task correlated significantly with performance on the music task and implant experience was correlated with performance on both tasks. Child implant users' accurate identification of emotion in speech exceeded performance in previous studies, which may be attributable to fewer response alternatives and the use of child-directed speech. Moreover, child implant users' successful identification of emotion in music indicates that the relevant cues are accessible at a relatively young age."
122,Can infundibular height predict the clearance of lower pole calyceal stone after extracorporeal shockwave lithotripsy?,19409117,9439396,1.0,1.0,0.0,0.05693483352661133,"To evaluate the efficacy of extracorporeal shock wave lithotripsy (SWL) on lower calyceal calculi in relation to the renal anatomical factors and determine which of these factors can be used to select patients who will benefit from SWL. We analyzed retrospectively 78 patients with single radiopaque lower calyceal stones treated with SWL. The patients were evaluated 3 months after lithotripsy with a simple abdominal X-ray and a kidney ultrasound scan. The success of the treatment, removal of all fragments, was correlated with renal anatomical factors measured in the pre-treatment intravenous urography: infundibulopelvic angle, lower infundibulum width, lower infundibulum length, ratio length/width, infundibulum height, and number of minor calyces in the lower calyceal group. Three months after SWL treatment, 39 patients were stone-free (NR group) and 39 had residual fragments (R group). Both groups presented no differences in relation to infundibulopelvic angle, width and length of the lower calyceal infundibulum, length/width ratio of the lower infundibulum or number of lower calyces. Height of the infundibulum, described as the distance between the line passing through the lowest part of the calyx containing the calculus and the highest point of the lower lip of renal pelvis, was the only parameter in which significant differences (p = 0.002) were found between the NR and R groups. Lower Infundibular height could be a good measurement tool for deciding which patients with lower calyceal lithiasis would benefit from SWL treatment. Height of less than 22 mm suggests a good outcome from lithotripsy.","To determine the influence of pelvicalyceal angle, size of the lower calyx infundibulum and lowerpole calyceal anatomy in predicting the clearance of fragments after extracorporeal shock wave lithotripsy (ESWL) for lower calyceal stones. The study comprised a retrospective analysis of 133 patients, divided into 92 who were considered to be completely clear of fragments 6 months after ESWL and 41 who had residual stones. The pelvicalyceal angle, diameter of the lower calyx infundibulum and lower-pole calyceal pattern were determined from intravenous urograms. There were residual stones in 64% of the patients with a pelvicalyceal angle < 90 degrees, in 12% of those with an angle > 90 degrees, in 70% of patients with an infundibular diameter < 4 mm, in 16% of those with a diameter > 4 mm, in 78% with a complex calyceal pattern and 12% with a simple calyceal pattern. These three anatomical factors play a key role in predicting the clearance of stone and they should be assessed during intravenous urography to facilitate the planning of treatment for lower calyceal stones."
124,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,19546817,1.0,1.0,0.0,0.1193164587020874,"The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients. Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes. The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P < 0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed. The results suggest that patients' self-reported HRQOL provide independent prognostic information for survival. This finding supports the collection of such data in routine clinical practice.","We conducted this pooled analysis to assess the prognostic value of pretreatment Quality of Life (QOL) assessments on overall survival (OS) in advanced non-small cell lung cancer (NSCLC). Four hundred twenty patients with advanced NSCLC (stages IIIB with pleural effusion and IV) from six North Central Cancer Treatment Group trials were included in this study. QOL assessments included the single-item Uniscale (355 patients), Lung Cancer Symptom Scale (217 patients), and Functional Assessment of Cancer Therapy-Lung (197 patients). QOL scores were transformed to a 0 to 100 scale with higher scores representing better status and categorized using the sample median or clinically deficient score (CDS, <or=50 versus >50). Cox proportional hazards models stratified by study were used to evaluate the prognostic importance of QOL on OS alone and in the presence of other prognostic factors such as performance status, age, gender, body mass index, and laboratory parameters. Pretreatment QOL accessed by Uniscale was significantly associated with OS univariately (p < 0.0001). Uniscale (p < 0.0001; hazard ratio = 1.6 for the sample median and 2.0 for the CDS categorization) and body mass index were the only significant predictors of OS multivariately. The median survival of patients who had a Uniscale score less than or equal to the CDS (<or=50) was 5.7 versus 11.1 months for the >50 group; and 7.8 versus 13 months for the less than or equal to sample median (<or=83) group and >83 group, respectively. The Lung Cancer Symptom Scale and the Functional Assessment of Cancer Therapy-Lung total scores were not significant predictors of OS. Pretreatment QOL measured by Uniscale is a significant and an independent prognostic factor for OS, and QOL should be routinely integrated as a stratification factor in advanced NSCLC trials."
124,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,10023700,1.0,1.0,0.0,0.11716604232788086,"The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients. Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes. The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P < 0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed. The results suggest that patients' self-reported HRQOL provide independent prognostic information for survival. This finding supports the collection of such data in routine clinical practice.","Several studies have recently reported on the importance of quality of life (QOL) in predicting the survival of patients with lung carcinoma. To confirm these reports, the relationship between survival and QOL, as measured by the European Organization for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire and Duke-UNC Social Support Scale, was examined within a group of 206 patients with advanced nonsmall cell lung carcinoma treated in a randomized clinical trial conducted by the Cancer and Leukemia Group B (CALGB 8931). Patients completed the EORTC instrument and the Duke-UNC Social Support Scale at baseline in the clinic. The Cox proportional hazards model was used to determine the incremental contribution QOL provided in predicting survival beyond the effect of known clinical prognostic variables. Clinical factors that were jointly predictive of poorer survival included low performance status, nonadenocarcinoma histology, presence of dyspnea, weight loss greater than 5%, albumin level less than 3.5 mg/dL, and adrenal metastases. Univariate analyses showed that patient-reported EORTC subscales describing increased pain, appetite loss, fatigue, lung carcinoma symptoms, poorer overall QOL, and poorer physical functioning predicted significantly poorer survival. Multivariate analyses showed that, after adjustment for clinical factors, overall QOL was not a significant predictor of survival. Rather, the only EORTC subscale of prognostic importance was the pain subscale, in which a 40-point increase was associated with a 27% increase in the hazard rate. This study did not confirm the prognostic importance of overall QOL. Rather, after adjustment for significant clinical factors, a patient-provided pain report had the greatest prognostic importance."
124,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,15473499,1.0,1.0,0.0,0.14947569370269775,"The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients. Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes. The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P < 0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed. The results suggest that patients' self-reported HRQOL provide independent prognostic information for survival. This finding supports the collection of such data in routine clinical practice.","The objective of this study is to evaluate whether patient-reported baseline health-related quality of life (HRQL) measured by the Functional Assessment of Cancer Therapy-General (FACT-G) instrument is predictive of survival for patients with advanced lung cancer. Consecutive patients with advanced lung cancer planning to undergo palliative chemotherapy in the outpatient clinics of a Canadian tertiary care cancer centre were enrolled on study. FACT-G total scores and clinical predictors of survival (age, sex, histology, stage of disease, previous weight loss, presence of liver metastases and performance status) were prospectively collected at baseline. Survival data was subsequently collected retrospectively from the Alberta Cancer Registry. Stratified Cox Proportional Hazards analysis was done examining the influence of baseline total FACT-G scores on survival, controlling for potential clinical confounders. Median survival of the 42 patient cohort was 9.9 months with a 2-year survival of 16.7%. Multivariate analysis indicated that baseline FACT-G total score is significantly associated with survival (p = 0.004). Baseline HRQL is a statistically significant predictor of survival for patients with advanced lung cancer. When used along with traditional clinical factors, patient-reported baseline HRQL assessment using the FACT-G provides additional prognostic information to the patient and clinician."
124,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,22663251,1.0,1.0,0.0,0.1651068925857544,"The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients. Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes. The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P < 0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed. The results suggest that patients' self-reported HRQOL provide independent prognostic information for survival. This finding supports the collection of such data in routine clinical practice.","The aim of this study was to analyze the association between quality of life six months following lung cancer surgery and survival. In a prospective population-based cohort study, quality of life was estimated by the Medical Outcomes Study 36-Item Short Form (SF-36) questionnaire before and six months after surgery for lung cancer. Cox regression models adjusting for potential confounding factors were used to analyze the association between SF-36 scores six months after surgery and survival. We also estimated the risk of death in patients scoring below the normal population mean at six months after surgery. We included 249 patients, and 79 patients were excluded because of histopathology other than primary lung cancer. After six months, 11 patients had died, and 18 patients did not respond to the second SF-36 questionnaire, leaving a study population of 141 patients with SF-36 data from both baseline and follow-up. During a median follow-up of 4.0 years, 35 deaths occurred. The SF-36 physical and mental component summary scores assessed at six months after lung cancer surgery were significantly associated with survival. Mental component summary scores below the mean of the age- and gender-matched normal population were associated with a three-fold increase in the risk of death. Quality of life scores six months after surgery contained prognostic information regarding long-term survival that was independent of baseline scores. If these findings can be validated, cross-sectional post-treatment measurements of quality of life can prove valuable, especially when baseline information is unavailable."
124,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,26230934,1.0,1.0,0.0,0.22864854335784912,"The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients. Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes. The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P < 0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed. The results suggest that patients' self-reported HRQOL provide independent prognostic information for survival. This finding supports the collection of such data in routine clinical practice.","Previously we reported that higher patient satisfaction (PS) with service quality is associated with favorable survival outcomes in a variety of cancers. However, we cautioned the readers that patients with greater satisfaction might be the ones with better self-rated health (SRH), a well-established prognosticator of cancer survival. In other words, SRH could potentially confound the PS and survival relationship. We investigated this hypothesis in non-small cell lung cancer (NSCLC). 778 NSCLC patients (327 males and 451 females; mean age 58.8 years) treated at 4 Cancer Treatment Centers of America hospitals between July 2011 and March 2013. PS was measured on a 7-point scale ranging from ""completely dissatisfied"" to ""completely satisfied"". SRH was measured on a 7-point scale ranging from ""very poor"" to ""excellent"". Both were dichotomized into 2 categories: top box response (7) versus all others (1-6). Patient survival was the primary end point. Cox regression was used to evaluate the association between PS and survival controlling for covariates. 74, 70, 232 and 391 patients had stage I, II, III and IV disease respectively. 631 (81.1%) patients were ""completely satisfied"". 184 (23.7%) patients had ""excellent"" SRH. There was a weak but significant correlation between overall PS and SRH (Kendall's tau b = 0.19; p<0.001). On univariate analysis, ""completely satisfied"" patients had a significantly lower risk of mortality (HR = 0.75; 95% CI: 0.57 to 0.99; p = 0.04). Similarly, patients with ""excellent"" SRH had a significantly lower risk of mortality (HR = 0.61; 95% CI: 0.46 to 0.81; p = 0.001). On multivariate analysis controlling for stage at diagnosis, treatment history and gender, SRH was found to be a significant predictor of survival (HR = 0.67; 95% CI: 0.50 to 0.89; p = 0.007) while PS was not (HR = 0.86; 95% CI: 0.64 to 1.2; p = 0.32). Among the individual PS items, the only significant independent predictor of survival was ""teams communicating with each other concerning your medical condition and treatment"" (HR = 0.59; 95% CI: 0.36 to 0.94; p = 0.03). SRH appears to confound the PS-survival relationship in NSCLC. SRH should be used as a control/stratification variable in analyses involving PS as a predictor of clinical cancer outcomes."
124,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,24743709,1.0,1.0,0.0,0.09543168544769287,"The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients. Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes. The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P < 0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed. The results suggest that patients' self-reported HRQOL provide independent prognostic information for survival. This finding supports the collection of such data in routine clinical practice.","Little is known about whether changes in health-related quality of life (HRQoL) scores from baseline during treatment also predict survival, which we aim to investigate in this study. We analysed data from 391 advanced non-small-cell lung cancer (NSCLC) patients enrolled in the EORTC 08975 study, which compared palliative chemotherapy regimens. HRQoL was assessed at baseline and after each chemotherapy cycle using the EORTC QLQ-C30 and QLQ-LC13. The prognostic significance of HRQoL scores at baseline and their changes over time was assessed with Cox regression, after adjusting for clinical and socio-demographic variables. After controlling for covariates, every 10-point increase in baseline pain and dysphagia was associated with 11% and 12% increased risk of death with hazard ratios (HRs) of 1.11 and 1.12, respectively. Every 10-point improvement of physical function at baseline (HR=0.93) was associated with 7% lower risk of death. Every 10-point increase in pain (HR=1.08) was associated with 8% increased risk of death at cycle 1. Every 10-point increase in social function (HR=0.91) at cycle 2 was associated with 9% lower risk of death. Our findings suggest that changes in HRQoL scores from baseline during treatment, as measured on subscales of the EORTC QLQ-C30 and QLQ-LC13, are significant prognostic factors for survival."
124,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,23091229,1.0,1.0,0.0,0.18760931491851807,"The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients. Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes. The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P < 0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed. The results suggest that patients' self-reported HRQOL provide independent prognostic information for survival. This finding supports the collection of such data in routine clinical practice.","The objective of this study was to assess the prognostic role of preoperative quality of life (QoL) in patients operated on for early-stage non-small-cell lung cancer (NSCLC). This is an observational analysis of 131 consecutive patients (2003-08) submitted to pulmonary lobectomy and systematic nodal dissection for pathological pT1N0 or pT2N0 stages NSCLC with a complete follow-up (median 40 months). QoL was measured by the Short Form 36v2, a multidimensional survey assessing eight domains and two composite scales (physical component score [PCS] and mental component score [MCS]). Survival was calculated by the Kaplan-Meier method. The log-rank test was used to assess differences between groups. The relationships between survival and QoL composite scales were determined by Cox proportional hazards regression analysis adjusting for the effect of several baseline and clinical variables. PCS and MCS were categorized according to their values greater or lower than 50 percentiles (general population norms). Fifty-three (40%) patients had PCS <50 and 71 (54%) had MCS <50. Results from physical functioning (P = 0.03) and general health (P = 0.03) scales were directly associated with survival. Multivariable regression showed that significant factors associated with overall survival were age >70 (hazard ratio [HR] 2.4, 95% confidence interval [95% CI] 1.2-4.8, P = 0.01) and PCS <50 (HR 2.3, 95% CI 1.4-4.4, P = 0.01). MCS, pT stage, histology, forced expiratory volume in 1 s, DLCO were not associated with prognosis. Patients with PCS >50 lived longer than those with PCS <50 (5-year overall survival 79 vs 49%, P = 0.01), in both pT1 (5-year overall survival 80 vs 49%) and pT2 stages (5-year overall survival 78 vs 48%). Cancer-specific 5-year survival was better in patients with a preoperative PCS >50 compared with those with PCS <50 (89 vs 73%, P = 0.05). Deaths due to cancer recurrence were similar in patients with PCS <50 and >50 (55 vs 53%, P = 0.9). The physical component of QoL was associated with overall and cancer-specific survivals in patients operated on for early-stage NSCLC. Supportive interventions aimed at improving the perception of physical well-being should be tested to verify whether they can improve long-term prognosis after lung cancer surgery."
124,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,17409965,1.0,1.0,0.0,0.17578566074371338,"The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients. Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes. The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P < 0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed. The results suggest that patients' self-reported HRQOL provide independent prognostic information for survival. This finding supports the collection of such data in routine clinical practice.","Patient-assessed health-related quality-of-life (HRQOL) scores, together with demographic and clinical factors in stage III non-small cell lung cancer (NSCLC) patients, are important prognostic factors for survival and may be helpful in determining thoracic radiotherapy (TRT) strategy. In a previously published randomized trial, 301 patients were treated with different palliative radiotherapy schedules, comparing short-term hypofractionated TRT (arm A: 17 Gy/2 fractions [n = 105]) with more protracted TRT (arm B: 42 Gy/15 fractions [n = 104]); arm C: 50 Gy/25 fractions [n = 92]). Baseline HRQOL, demographic, and clinical data were available for all patients. All possible prognostic factors from univariate analysis were entered into the Cox multivariate regression model to identify variables of independent prognostic relevance. Overall survival was similar, whereas long-term survival was restricted to higher-dose radiotherapy with 3-year survival rates of 1, 8, and 6% (p = 0.40) and 5-year survival rates of 0, 4, and 3% (p = 0.12) in arms A, B, and C, respectively. In univariate analysis, Karnofsky performance status, use of analgesics, and weight loss were highly significant non-HRQOL factors (p < 0.001), and physical function, appetite loss, cough, and pain were the most powerful HRQOL factors (p < 0.001). In multivariate analysis, appetite loss appeared as the most powerful independent prognostic indicator. In the group of patients treated with protracted fractionation (n = 196), the 2-, 3-, and 5-year survival rates in patients with no appetite loss (n = 95) were 22% (21/95), 12% (11/95), and 8% (8/95) compared with 3% (3/101), 1% (1/101), and 1% (1/101) in patients with appetite loss present at baseline (n = 101). In addition to performance status and weight loss, patient-reported appetite loss should be assessed in stage III NSCLC patients before administrating TRT; such assessment is a valuable tool for selecting patients to normofractionated or lower-dose hypofractionated palliative TRT."
124,Is a patient's self-reported health-related quality of life a prognostic factor for survival in non-small-cell lung cancer patients?,16968876,22616951,1.0,1.0,0.0,0.2775789499282837,"The aim of this prognostic factor analysis was to investigate if a patient's self-reported health-related quality of life (HRQOL) provided independent prognostic information for survival in non-small cell lung cancer (NSCLC) patients. Pretreatment HRQOL was measured in 391 advanced NSCLC patients using the EORTC QLQ-C30 and the EORTC Lung Cancer module (QLQ-LC13). The Cox proportional hazards regression model was used for both univariate and multivariate analyses of survival. In addition, a bootstrap validation technique was used to assess the stability of the outcomes. The final multivariate Cox regression model retained four parameters as independent prognostic factors for survival: male gender with a hazard ratio (HR) = 1.32 (95% CI 1.03-1.69; P = 0.03); performance status (0 to 1 versus 2) with HR = 1.63 (95% CI 1.04-2.54; P = 0.032); patient's self-reported score of pain with HR= 1.11 (95% CI 1.07-1.16; P < 0.001) and dysphagia with HR = 1.12 (95% CI 1.04-1.21; P = 0.003). A 10-point shift worse in the scale measuring pain and dysphagia translated into an 11% and 12% increased in the likelihood of death respectively. A risk group categorization was also developed. The results suggest that patients' self-reported HRQOL provide independent prognostic information for survival. This finding supports the collection of such data in routine clinical practice.","To investigate the prognostic value of several psychosocial factors for long-term survival in cancer patients. Baseline data were gathered in routine radiotherapy practice during 44 months. The analysis is based on 938 patients for whom follow-up data were available. Baseline psychosocial distress, depression, health-related quality of life (HRQOL), and life satisfaction were assessed using Questionnaire on Stress in Cancer Patients (QSC-R23), Self-Rating Depression Scale (SDS), Functional Assessment of Therapy - General (FACT-G) questionnaire, and Questions on Life Satisfaction (FLZ(M)). Patients were followed up for 7 to 10 years. Kaplan-Meier plots and Cox proportional hazards models were used to investigate associations between sociodemographic, clinical, psychosocial factors and overall survival (OS). Patients' median survival time was 35 months (95% CI 28.9-41.1). Significant multivariate predictors of OS were age, health insurance type, Karnofsky performance status, cancer site, and cancer stage. Controlling for these variables, HRQOL was the only psychosocial predictor of survival (hazard ratio 0.988, 95% CI 0.979-0.997, p =0.009). The physical well-being and the functional well-being subscales of the FACT-G emerged as the relevant HRQOL facets predictive of survival. HRQOL has incremental predictive value for long-term survival in cancer patients."
